username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
renebarros89;2017-06-29 19:42;18;11;"#Cuba La patria grande está segura bajo la custodia de sus dos más grandes hijos #Fidel #Chavezvive #Venezuela pic.twitter.com/zPFG2qvwTE";;;#Cuba #Fidel #Chavezvive #Venezuela;"880572285836505088";https://twitter.com/renebarros89/status/880572285836505088
anjogome;2017-06-29 19:13;0;0;"¿Y ahora que? Sr. @TarekWiliamSaab #29j #29jun #venezuela #somosvenezuela #SOSVenezuela #MaduroAsesinoDelPueblo #Chavezvive https:// twitter.com/naky/status/88 0516805135151104 …";;@TarekWiliamSaab;#29j #29jun #venezuela #somosvenezuela #SOSVenezuela #MaduroAsesinoDelPueblo #Chavezvive;"880564907204366336";https://twitter.com/anjogome/status/880564907204366336
CorpoelecVargas;2017-06-29 19:10;0;0;"2/2 de baja tensión. En CORPOELEC trabajamos para servirle y prestarle un servicio eficiente #HaciaLaConstitutente #ChavezVive";;;#HaciaLaConstitutente #ChavezVive;"880564262661259264";https://twitter.com/CorpoelecVargas/status/880564262661259264
MemaEmma53;2017-06-29 18:38;8;11;"AMÉN!! BENDECIDA TARDE #ChavezVive pic.twitter.com/5bWsJRtLYi";;;#ChavezVive;"880556136037924864";https://twitter.com/MemaEmma53/status/880556136037924864
alvarezdiasmari;2017-06-29 18:34;0;0;"" @Radioatake : LA IMAGEN: Al final del Arco iris siempre está la esperanza... #ChavezVive #VenezuelaHoraDeLealtad pic.twitter.com/1N39XjI8XI "";;@Radioatake;#ChavezVive #VenezuelaHoraDeLealtad;"880555044969598976";https://twitter.com/alvarezdiasmari/status/880555044969598976
MemaEmma53;2017-06-29 18:33;2;1;"#TropaMasUnidaQueNunca #ChavezVive";;;#TropaMasUnidaQueNunca #ChavezVive;"880554948810768384";https://twitter.com/MemaEmma53/status/880554948810768384
Radioatake;2017-06-29 18:04;4;3;"LA IMAGEN: Al final del Arco iris siempre está la esperanza... #ChavezVive #VenezuelaHoraDeLealtad pic.twitter.com/SFIBA1nocw";;;#ChavezVive #VenezuelaHoraDeLealtad;"880547467330076672";https://twitter.com/Radioatake/status/880547467330076672
elzamuro55;2017-06-29 16:59;0;1;"La heroína otrora bruja malévola @lortegadiaz sigue encumbrándose al infinito y mas allá, mientras @AsambleaVE mira y aplaude.. #ChavezVive !";;@lortegadiaz @AsambleaVE;#ChavezVive;"880531272212258817";https://twitter.com/elzamuro55/status/880531272212258817
clap_chuquisaca;2017-06-29 16:57;0;0;"#C3activos en defensa de nuestra #FANB desde la comunidad de #ChuquisacaCaricuao #ChavezVive #LaLuchaSigue #ElSolNaceEnElEsequivo https:// twitter.com/ConElMazoDando /status/879913118801047556 …";;;#C3activos #FANB #ChuquisacaCaricuao #ChavezVive #LaLuchaSigue #ElSolNaceEnElEsequivo;"880530772456726528";https://twitter.com/clap_chuquisaca/status/880530772456726528
MariaPsuv84;2017-06-29 16:24;11;12;"#VenezuelaHoraDeLealtad #Chavezvive Y nosotros jamas a uds! Somos Herman@s de LUCHA pic.twitter.com/6bGkiqBPg3";;@s;#VenezuelaHoraDeLealtad #Chavezvive;"880522464870244352";https://twitter.com/MariaPsuv84/status/880522464870244352
Guajiritasoy;2017-06-29 16:20;90;76;"Mi Patria nunca dejará de apoyar a la tierra del mejor amigo de #Cuba #VenezuelaHoraDeLealtad #Chavezvive pic.twitter.com/XOBVe3Ai9z";;;#Cuba #VenezuelaHoraDeLealtad #Chavezvive;"880521396765442049";https://twitter.com/Guajiritasoy/status/880521396765442049
carinacubana;2017-06-29 16:17;2;1;"#Chavezvive la lucha sigue https:// twitter.com/MariaPsuv84/st atus/880520410353336320 …";;;#Chavezvive;"880520665723527168";https://twitter.com/carinacubana/status/880520665723527168
CiliaGuevara;2017-06-29 15:33;0;0;"#Chavezvive en días de lluvia me acuerdo mucho de mi querido comandante!!!! pic.twitter.com/03iMze9TGI";;;#Chavezvive;"880509428411269120";https://twitter.com/CiliaGuevara/status/880509428411269120
Frankcubarp;2017-06-29 15:15;15;14;"Desde #Cuba junto a #Bolivia y #Venezuela seguiremos adelante en la construcción de la #PatriaGrande #FidelVive #ChavezVive #CubaEsNuestra pic.twitter.com/fZvPWOXy6l";;;#Cuba #Bolivia #Venezuela #PatriaGrande #FidelVive #ChavezVive #CubaEsNuestra;"880504933639958532";https://twitter.com/Frankcubarp/status/880504933639958532
cris0704;2017-06-29 13:56;1;1;"Como madre venezolana me sentí reivindicada por el Cnel Lugo, mi respeto y admiración. Grande Cnel Lugo #ChávezVive";;;#Ch;"880485104820379648";https://twitter.com/cris0704/status/880485104820379648
Ramirez9Ma;2017-06-29 13:47;0;0;"#29Jun Debemos siempre recordar que #ChavezVive https:// youtu.be/8HPCNC7agIc";;;#29Jun #ChavezVive;"880482853095714817";https://twitter.com/Ramirez9Ma/status/880482853095714817
ElAraneroWeb;2017-06-29 11:45;0;0;"Muralismo #23deEnero #invicto #gigante #eterno #comandante #chavezvive @23 de Enero https://www. instagram.com/p/BV7dLnglOZ8/";;@23;#23deEnero #invicto #gigante #eterno #comandante #chavezvive;"880452261792677888";https://twitter.com/ElAraneroWeb/status/880452261792677888
CorpoelecVargas;2017-06-29 11:34;0;0;"CORPOELEC presente en la plaza Bolivar Chavez descargas atendiendo al llamado Constituyente #HaciaLaConstituyente #ChavezVive pic.twitter.com/LYjr0qnJvl";;;#HaciaLaConstituyente #ChavezVive;"880449483204685824";https://twitter.com/CorpoelecVargas/status/880449483204685824
CorpoelecVargas;2017-06-29 11:34;0;0;"CORPOELEC presente en la plaza Bolivar Chavez descargas atendiendo al llamado Constituyente #HaciaLaConstituyente #ChavezVive pic.twitter.com/FkAMLSzJdZ";;;#HaciaLaConstituyente #ChavezVive;"880449467954147330";https://twitter.com/CorpoelecVargas/status/880449467954147330
Skorpioncubano;2017-06-29 10:55;6;6;"#Cuba Ni en mil años podrán desaparecer tu ejemplo de este mundo.Hoy eres luz para los pueblos de América y el mundo #Chavezvive #Venezuela pic.twitter.com/mvUbzsFjJO";;;#Cuba #Chavezvive #Venezuela;"880439629333319680";https://twitter.com/Skorpioncubano/status/880439629333319680
