username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
_JuanFernando_;2017-07-30 19:56;0;0;"¡VICTORIA POPULAR! #AmorConAmorSePaga #ElPuebloDecide #EleccionesEnPaz #LaConstituyenteSiVa #ChavezVive Viva @NicolasMaduro ¡VENCEREMOS!";;@NicolasMaduro;#AmorConAmorSePaga #ElPuebloDecide #EleccionesEnPaz #LaConstituyenteSiVa #ChavezVive;"891809858672103425";https://twitter.com/_JuanFernando_/status/891809858672103425
FabiolaJoseVzla;2017-07-30 19:39;7;3;"Yo me alegro de que ella quiso votar... y pudo! #LaConstituyenteSiVa ! #RematePerfecto #ChávezVive pic.twitter.com/BY68exVezF";;;#LaConstituyenteSiVa #RematePerfecto #Ch;"891805552631853056";https://twitter.com/FabiolaJoseVzla/status/891805552631853056
4fchavezvive4f;2017-07-30 19:30;0;0;"Los violentos pretendian dejarnos sin votar pero el Poliedro de caracas llego para unir a los venezolanos y darnos mas fuerza #ChavezVive";;;#ChavezVive;"891803130425483264";https://twitter.com/4fchavezvive4f/status/891803130425483264
dolcericardo2;2017-07-30 19:05;0;0;"Chavez esta mas vivo que nunca!! #ChavezVive #VenezuelaEleccionesEnPaz";;;#ChavezVive #VenezuelaEleccionesEnPaz;"891796976693542912";https://twitter.com/dolcericardo2/status/891796976693542912
roberts91391049;2017-07-30 18:44;0;0;"EXCELENTE PARTICIPACION PROTAGONICA Y PACIFICA LA Q SE HA VIVIDO EN NUESTRO MUNICIPIO TRUJILLO#CONSTITUYENTEDEPAZ .. #CHAVEZVIVE #ROBERTVIVE pic.twitter.com/LoLGF0kWrM";;;#CONSTITUYENTEDEPAZ #CHAVEZVIVE #ROBERTVIVE;"891791760309067779";https://twitter.com/roberts91391049/status/891791760309067779
ToledoClea;2017-07-30 18:44;0;0;"Meu sangue latino..... #ChavezVive ! http:// fb.me/UPSVVTvJ";;;#ChavezVive;"891791553462771713";https://twitter.com/ToledoClea/status/891791553462771713
Virayma;2017-07-30 18:22;2;0;"#VenezuelaVotaEnPaz xq quiere justicia,ya sonó última campanada para q impunidad cese x eso medios y terroristas mienten. #ChávezVive . PAZ";;;#VenezuelaVotaEnPaz #Ch;"891786185638645764";https://twitter.com/Virayma/status/891786185638645764
AraguaPotencia1;2017-07-30 18:19;2;2;"Con Plena CONCIENCIA y Sentir PATRIO ..El Pueblo VENEZOLANO Decidió #VenezuelaVotoEnPaz @JauaMiranda @dcabellor @NicolasMaduro #ChavezVive pic.twitter.com/yCCvvZCPPX";;@JauaMiranda @dcabellor @NicolasMaduro;#VenezuelaVotoEnPaz #ChavezVive;"891785251135123460";https://twitter.com/AraguaPotencia1/status/891785251135123460
EnLaMatria;2017-07-30 18:17;2;1;"VICTORIA POPULAR!! #ChavezVive !! #VenezuelaEleccionesEnPaz #SomosVenezuela pic.twitter.com/DEgRjAdzYr";;;#ChavezVive #VenezuelaEleccionesEnPaz #SomosVenezuela;"891784939338956800";https://twitter.com/EnLaMatria/status/891784939338956800
EnricLloret;2017-07-30 18:15;0;0;"Els "demòcrates" veneçolans. Que no et venguen la moto! #palante #ChavezVive https:// twitter.com/albaciudad/sta tus/891783226800443392 …";;;#palante #ChavezVive;"891784378216579072";https://twitter.com/EnricLloret/status/891784378216579072
