username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MemaEmma53;2017-05-30 18:34;5;3;"GRACIAS . BENDECIDA NOCHE #ChavezVive pic.twitter.com/ox3FKAjsiq";;;#ChavezVive;"869683451598954496";https://twitter.com/MemaEmma53/status/869683451598954496
ptypk;2017-05-30 18:13;0;1;"#HandsOffVenezuela , EEUU. Not yr fucking backyard. Anymore. #ChávezVive https:// twitter.com/mikeprysner/st atus/869593887366565888 …";;;#HandsOffVenezuela #Ch;"869678151370252289";https://twitter.com/ptypk/status/869678151370252289
BorisPavel;2017-05-30 17:32;1;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/AndresALimongi D/status/869667257181511681 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869667792257261571";https://twitter.com/BorisPavel/status/869667792257261571
BorisPavel;2017-05-30 17:30;0;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/AC_isback/stat us/869635834978471937 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869667328132354051";https://twitter.com/BorisPavel/status/869667328132354051
BorisPavel;2017-05-30 17:20;1;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/Lechuguinos_co m/status/869662702368456705 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869664787839496193";https://twitter.com/BorisPavel/status/869664787839496193
BorisPavel;2017-05-30 17:19;0;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 pic.twitter.com/42oBAqnyvd";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869664498046652416";https://twitter.com/BorisPavel/status/869664498046652416
BorisPavel;2017-05-30 17:18;0;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/Lechuguinos_co m/status/869663961376972800 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869664337262202882";https://twitter.com/BorisPavel/status/869664337262202882
BorisPavel;2017-05-30 17:17;0;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/DenisseSnchez3 /status/869662725701500929 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869664012597952512";https://twitter.com/BorisPavel/status/869664012597952512
BorisPavel;2017-05-30 17:12;0;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/franklinescala 6/status/869603718823542784 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869662789245296642";https://twitter.com/BorisPavel/status/869662789245296642
BorisPavel;2017-05-30 17:11;1;0;"#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20 https:// twitter.com/898gomez/statu s/869653691934134272 …";;;#TunTunTunMud #LanzateAConstituyente #TunTunTerroristas #CarcelATerroristas #LaConstituyenteVa #ChavezVive #PazYTrabajoPorVzla #MundialSub20;"869662649872769029";https://twitter.com/BorisPavel/status/869662649872769029
