username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
AnaGPinto1;2017-04-29 13:49;1;1;"#Chavezvive pic.twitter.com/5OJJjybFoP";;;#Chavezvive;"858377644328538112";https://twitter.com/AnaGPinto1/status/858377644328538112
WPB_VZLA;2017-04-29 12:03;0;0;"#VenezuelaBolivariana Viviremos y Venceremos! @MichelTemer @mauriciomacri @mbachelet @ppkamigo @JuanManSantos @Horacio_Cartes #ChávezVive https:// twitter.com/alba_tv/status /858305086518423555 …";;@MichelTemer @mauriciomacri @mbachelet @ppkamigo @JuanManSantos @Horacio_Cartes;#VenezuelaBolivariana #Ch;"858350934060957696";https://twitter.com/WPB_VZLA/status/858350934060957696
diahvel_04;2017-04-29 10:52;0;1;"#Chavezvive https:// twitter.com/Guerrilla27Feb /status/857599837918855168 …";;;#Chavezvive;"858333209570021378";https://twitter.com/diahvel_04/status/858333209570021378
BoinaDisenos;2017-04-29 10:13;1;0;"Seguimos vencieendo en Revolución Viva Chávez #ChavezSigueCandanga #Revolucion #ChavezVive … http://www. instagram.com.ln.is/V9BTb";;;#ChavezSigueCandanga #Revolucion #ChavezVive;"858323428029464578";https://twitter.com/BoinaDisenos/status/858323428029464578
karelism32;2017-04-29 09:46;2;2;"#ChavezVive @yelitzaaular4";;@yelitzaaular4;#ChavezVive;"858316448778813440";https://twitter.com/karelism32/status/858316448778813440
peralesjj11;2017-04-29 09:28;2;2;"Muy buenos dìas Repùblica Bolivariana de Venezuela. Hoy amanecì màs Bolivariano y Chavista que nunca #ChàvezVive @NicolasMaduro @dcabellor";;@NicolasMaduro @dcabellor;#Ch;"858311997515026432";https://twitter.com/peralesjj11/status/858311997515026432
VnzlaSinH;2017-04-29 06:30;0;0;"Todo aquel q dice " #ChavezVive . pic.twitter.com/TrIeNnBJ9X";;;#ChavezVive;"858267233860112384";https://twitter.com/VnzlaSinH/status/858267233860112384
ASBLaTrinidad;2017-04-29 06:30;1;1;"#BuenosDias #Camaradas #ChavezVive";;;#BuenosDias #Camaradas #ChavezVive;"858267113789636609";https://twitter.com/ASBLaTrinidad/status/858267113789636609
Nelly_ib;2017-04-29 06:25;1;1;"Cierto! La Venezuela de Bolívar sigue dando ejemplo de Valentía y lucha ante los ataques de cualquier imperio invasor #ChavezVive https:// twitter.com/ConElMazoDando /status/858263399444205569 …";;;#ChavezVive;"858266083794571264";https://twitter.com/Nelly_ib/status/858266083794571264
BorisPavel;2017-04-29 00:21;1;0;"#QuienMatoAPernalete LA OPOSICIÓN ASESINOS #ChavezSigueCandanga #AdoptaUnCivil #OEAEnMiPatriaMandaElPueblo #LaZurdaDeChavez #ChavezVive https:// twitter.com/AC_isback/stat us/858174311970025472 …";;;#QuienMatoAPernalete #ChavezSigueCandanga #AdoptaUnCivil #OEAEnMiPatriaMandaElPueblo #LaZurdaDeChavez #ChavezVive;"858174400541188096";https://twitter.com/BorisPavel/status/858174400541188096
BorisPavel;2017-04-29 00:21;2;0;"#QuienMatoAPernalete LA OPOSICIÓN ASESINOS #ChavezSigueCandanga #AdoptaUnCivil #OEAEnMiPatriaMandaElPueblo #LaZurdaDeChavez #ChavezVive https:// twitter.com/ConElMazoDando /status/858172791450984449 …";;;#QuienMatoAPernalete #ChavezSigueCandanga #AdoptaUnCivil #OEAEnMiPatriaMandaElPueblo #LaZurdaDeChavez #ChavezVive;"858174313861713922";https://twitter.com/BorisPavel/status/858174313861713922
