username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
peralesjj11;2017-02-27 18:53;0;0;"Mucho èxito y mucha suerte en sus relevantes funciones hermano y camarada Triana. Por acá un soldado a la orden #ChàvezVive";;;#Ch;"836348556499890177";https://twitter.com/peralesjj11/status/836348556499890177
peralesjj11;2017-02-27 15:31;0;0;"La VerdaderaNacionalizaciòn y Rescate de @PDVSA obra maravillosa del Cmdte Chàvez. Solo Posible en la Revoluciòn Indestructible #ChàvezVive https:// twitter.com/maribelparrade m/status/835905370182795264 …";;@PDVSA;#Ch;"836297645970833410";https://twitter.com/peralesjj11/status/836297645970833410
peralesjj11;2017-02-27 15:29;0;0;"La VerdaderaNacionalizaciòn y Recate de @PDVSA obra maravillosa del Cmdte Chàvez. Solo Posible en la Revoluciòn Indestructible #ChàvezVive https:// twitter.com/maribelparrade m/status/835905370182795264 …";;@PDVSA;#Ch;"836297230055325696";https://twitter.com/peralesjj11/status/836297230055325696
FondesezGBZ;2017-02-27 13:36;0;0;"Hace 28 años el pueblo despertó para hacer valer sus derechos contra los abusos adecocopeyanos #ChavezVive #NoVolveran #ProhibidoOlvidar";;;#ChavezVive #NoVolveran #ProhibidoOlvidar;"836268763922239488";https://twitter.com/FondesezGBZ/status/836268763922239488
MemaEmma53;2017-02-27 11:50;12;10;"#ChavezVive @rodrigozpsuv @lilianari_01 @luibustilloso @Zulia_Ven @Mercedes0646 @TAURO_60 @tatianac55 @chinarivas30 @Enina4F pic.twitter.com/42iCvRpElM";;@rodrigozpsuv @lilianari_01 @luibustilloso @Zulia_Ven @Mercedes0646 @TAURO_60 @tatianac55 @chinarivas30 @Enina4F;#ChavezVive;"836242161947508736";https://twitter.com/MemaEmma53/status/836242161947508736
niccas66;2017-02-27 09:55;1;1;""De arañero a militar" un conversatorio sobre la vida y obra del comandante Chávez con el C​nel. Ej. Argenis Ortiz Parra #ChavezVive pic.twitter.com/HXGCf4qR5z";;;#ChavezVive;"836213246294114304";https://twitter.com/niccas66/status/836213246294114304
SolfredissPSUV;2017-02-27 09:54;18;5;"Desde el 21 de Febrero hasta el 25, Fueron Atendidos 24 CC. con @ClapOficial un total de 4.329 Familias.. #ChavezVive @NicolasMaduro pic.twitter.com/B65nzkqVBt";;@ClapOficial @NicolasMaduro;#ChavezVive;"836213005083938816";https://twitter.com/SolfredissPSUV/status/836213005083938816
GNB_YaracuyGDP;2017-02-27 09:44;0;0;"Pensamiento Bolivariano de Nuestro Comandante Supremo de la Revolucion Bolivariana #ChavezVive #FelizLunes pic.twitter.com/w9GxnP9aKw";;;#ChavezVive #FelizLunes;"836210493194924032";https://twitter.com/GNB_YaracuyGDP/status/836210493194924032
GNB_BarinasD332;2017-02-27 09:41;3;3;"@GNB_BarinasD332 Pensamiento Bolivariano de Nuestro Comandante Supremo de la Revolucion Bolivariana #ChavezVive #ElGiganteDeAmerica #GNB pic.twitter.com/ra9PsIpFFW";;@GNB_BarinasD332;#ChavezVive #ElGiganteDeAmerica #GNB;"836209566270558208";https://twitter.com/GNB_BarinasD332/status/836209566270558208
GuerreraAmando;2017-02-26 22:35;1;1;"Necesario es vencer!!! #ChavezVive https:// twitter.com/Mercedes0646/s tatus/836014475404771328 …";;;#ChavezVive;"836041981071618054";https://twitter.com/GuerreraAmando/status/836041981071618054
