username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CarlitaVzla;2013-04-14 19:29;1;0;"Y les digo algo ESTE AMOR SEMBRADO y MULTIPLICADO es IRREVERSIBLE #ChavezVive";;;#ChavezVive;"323586350857191425";https://twitter.com/CarlitaVzla/status/323586350857191425
caribenegra DolarToday;2013-04-14 19:28;0;0;"@DolarToday NO ES LO MISMO SER OLIGARCA EN VENEZUELA QUE SER VENEZOLANO Y PATRIOTA! HACIA LA #VICTORIAPERFECTA #CHAVEZVIVE LA LUCHA SIGUE!!!";;@DolarToday;#VICTORIAPERFECTA #CHAVEZVIVE;"323586178634887169";https://twitter.com/caribenegra/status/323586178634887169
joaquingarlo;2013-04-14 19:23;0;0;""Todos atentos, todos alerta" dice el jefe del CEO de la Fuerza Armada Nacional Bolivariana, Wilmer Barrientos #VenezuelaDecide #ChavezVive";;;#VenezuelaDecide #ChavezVive;"323584929189466112";https://twitter.com/joaquingarlo/status/323584929189466112
jespinozaef;2013-04-14 19:22;1;1;"Tranquila Venezuela #ChávezVive se acerca hora cero.. #CNE";;;#Ch #CNE;"323584508995702785";https://twitter.com/jespinozaef/status/323584508995702785
CarlitaVzla;2013-04-14 19:21;4;1;"" @OtroBeta_Chavez : #HackeoNoMataVoto " asi es mis compas ... Jijiji stan desesperaiiitos sigamos nosotros alertas y llenos d AMOR #ChavezVive";;@OtroBeta_Chavez;#HackeoNoMataVoto #ChavezVive;"323584368868208640";https://twitter.com/CarlitaVzla/status/323584368868208640
VeRevolucion;2013-04-14 19:21;0;0;"Aporrea: Catia TV denuncia que están disparando a sus comunicadores: Caracas, abril 14 - El puebl... http:// bit.ly/11egB35 #ChávezVive";;;#Ch;"323584368494931968";https://twitter.com/VeRevolucion/status/323584368494931968
VeRevolucion;2013-04-14 19:21;0;0;"AVN: Cerrado el 34,7% de las 553 mesas electorales en el estado Vargas: Un total de 192 mesas ele... http:// bit.ly/101d5N1 #ChávezVive";;;#Ch;"323584303864877056";https://twitter.com/VeRevolucion/status/323584303864877056
Diosver_Linares;2013-04-14 19:20;0;0;"Bueno ya no hayan que hackear es porque estan desesperados por su derrota #ChavezVive";;;#ChavezVive;"323584041129480192";https://twitter.com/Diosver_Linares/status/323584041129480192
VeRevolucion;2013-04-14 19:19;0;0;"laiguana.tv: EN FOTOS MADURO Y CILIA FLORES FUERON AL CUARTEL DE LA MONTANA A DECIRLE A CHAVEZ MI... http:// bit.ly/17aHHZN #ChávezVive";;;#Ch;"323583866285731840";https://twitter.com/VeRevolucion/status/323583866285731840
Contracaos;2013-04-14 19:19;0;0;"@chavezcandanga Venciendo con la VICTORIA perfecta!! #notefallamoscomandante el pueblo salió a defender la patria q nos dejaste! #chavezvive";;@chavezcandanga;#notefallamoscomandante #chavezvive;"323583827341615105";https://twitter.com/Contracaos/status/323583827341615105
VolcHeviQe;2013-04-14 19:16;0;0;"Todos con Maduro! #ChavezVive";;;#ChavezVive;"323583085834825728";https://twitter.com/VolcHeviQe/status/323583085834825728
CarlitaVzla;2013-04-14 19:14;3;0;"Patria Patria Patria Querida!!! #ChavezVive #TodosSomosChavez";;;#ChavezVive #TodosSomosChavez;"323582449030397953";https://twitter.com/CarlitaVzla/status/323582449030397953
VeRevolucion;2013-04-14 19:10;0;0;"La Radio del Sur: Oblitas: En Montalbán impidieron votar a personas con discapacidad: “El llamado... http:// bit.ly/101b43n #ChávezVive";;;#Ch;"323581483145113601";https://twitter.com/VeRevolucion/status/323581483145113601
gb_bustamante;2013-04-14 19:09;3;0;"Kackeen TODO LO QUE LES VENGA EN GANA!!!! El Pueblo NO SE HACKEA lloren lo que les de la GANA #ChavezVive";;;#ChavezVive;"323581418888372224";https://twitter.com/gb_bustamante/status/323581418888372224
VeRevolucion;2013-04-14 19:09;0;0;"Vive TV: Oblitas exhorta a todos los venezolanos ejercer el derecho al voto de manera tranquila: ... http:// bit.ly/101b2bO #ChávezVive";;;#Ch;"323581392720105473";https://twitter.com/VeRevolucion/status/323581392720105473
VeRevolucion;2013-04-14 19:06;0;0;"Aporrea: Última Hora: CANTV bajo ataques cibernéticos desde el exterior: 14 de abril de 2013.- Fu... http:// bit.ly/134w4mE #ChávezVive";;;#Ch;"323580571743821824";https://twitter.com/VeRevolucion/status/323580571743821824
el_jose_kira1;2013-04-14 19:06;0;0;"Hackeada cuenta de el duro y psuv. Se ve q estan desesperados sobre todo el sr caprichito. #chavezvive";;;#chavezvive;"323580555067269120";https://twitter.com/el_jose_kira1/status/323580555067269120
tuinforamante;2013-04-14 19:01;0;0;"PAra los que decian:"Chavismo sin Chavez"el pueblo les dedica este triunfo. #CHAVEZVIVE";;;#CHAVEZVIVE;"323579313041592320";https://twitter.com/tuinforamante/status/323579313041592320
gemelasramone;2013-04-14 19:01;0;0;"#MaduroPresidente • Viva la Revolución Bolivariana!» #ChàvezVive en el pueblo!";;;#MaduroPresidente #Ch;"323579201640869889";https://twitter.com/gemelasramone/status/323579201640869889
nelbap;2013-04-14 18:59;0;0;"Viva la patria. .. de nuevo a celebrar... Yo voy solo con ganadores...!!! #ChavezVive #PatriaQuerida @chavezcandanga";;@chavezcandanga;#ChavezVive #PatriaQuerida;"323578866385969153";https://twitter.com/nelbap/status/323578866385969153
andreserranito;2013-04-14 18:58;1;0;"#VotoPorLaPatria .. De #MaduroPresidente a #Caprichito "Águilas no cazan moscas" A por la Victoria del candidato nacionalista... #ChavezVive";;;#VotoPorLaPatria #MaduroPresidente #Caprichito #ChavezVive;"323578424063045633";https://twitter.com/andreserranito/status/323578424063045633
Debo_Rios clarincom;2013-04-14 18:58;0;0;"@clarincom Pesada? #MaduroPresidente .. No desesperes!! En un rato, vas a tener q dar la buena noticia para latinoamérica!! #ChávezVive";;@clarincom;#MaduroPresidente #Ch;"323578423152898048";https://twitter.com/Debo_Rios/status/323578423152898048
tuinforamante;2013-04-14 18:57;0;0;"Te lloramos porque te nos fuiste a destiempo,pero HOY CELEBRAMOS.Tu pueblo te cumplió. No araste en el mar comandante eterno. #CHAVEZVIVE";;;#CHAVEZVIVE;"323578286397587456";https://twitter.com/tuinforamante/status/323578286397587456
VeRevolucion;2013-04-14 18:56;0;0;"Telesur: Hackeada cuenta en Twitter de Nicolás Maduro: En la tarde de este domingo fueron hackead... http:// bit.ly/YGXP66 #ChávezVive";;;#Ch;"323578046936391681";https://twitter.com/VeRevolucion/status/323578046936391681
VeRevolucion;2013-04-14 18:56;0;0;"Telesur: Hackeada cuenta en Twitter de Nicolás Maduro: En la tarde de este domingo fueron hackead... http:// bit.ly/YGXP65 #ChávezVive";;;#Ch;"323578046902829056";https://twitter.com/VeRevolucion/status/323578046902829056
VeRevolucion;2013-04-14 18:56;0;0;"YVKE Mundial: Recuperada cuenta de Twitter de Teresa Maniglia: ... http:// bit.ly/17aD9lX #ChávezVive";;;#Ch;"323577960730857472";https://twitter.com/VeRevolucion/status/323577960730857472
LukaMorello;2013-04-14 18:55;1;0;"#VictoriaSegura América Latina ya no retrocede. #CHAVEZVIVE #MaduroPresidente";;;#VictoriaSegura #CHAVEZVIVE #MaduroPresidente;"323577819416375296";https://twitter.com/LukaMorello/status/323577819416375296
Jorgemontes79;2013-04-14 18:55;0;0;"Son Millones las Razones para Celebrar q al igual q hace 11 aÑos Nuestro Comandante esta en el Poder Para Siempre #ChavezVive @LaHojillaenTV";;@LaHojillaenTV;#ChavezVive;"323577703636803584";https://twitter.com/Jorgemontes79/status/323577703636803584
Ysmariny;2013-04-14 18:52;1;0;"CHÁVEZ EL 7-O: Felicitaciones a todos y todas, por este día memorable, signado por un talante democrático de todos nosotros. #CHAVEZVIVE !!!";;;#CHAVEZVIVE;"323577057424588800";https://twitter.com/Ysmariny/status/323577057424588800
lcd_p;2013-04-14 18:47;1;0;"Pq #ChavezVive RT @iRojo_ : Por que ortos cortaron el internet.";;@iRojo_;#ChavezVive;"323575878028234752";https://twitter.com/lcd_p/status/323575878028234752
ConAplomo;2013-04-14 18:47;0;0;"Patria, Patria, Patria, querida, tuyo es mi cielo, tuyo es mi sol!! Patria, tuya es mi vida, tuya es mi alma, tuyo es mi AMOR! #CHAVEZVIVE !";;;#CHAVEZVIVE;"323575679876743169";https://twitter.com/ConAplomo/status/323575679876743169
gb_bustamante;2013-04-14 18:42;1;0;"No permitan que los envenenen con tantas cosas! #Vamos #ChávezVive Gana la Patria..... #GraciasMiComandanteEterno";;;#Vamos #Ch #GraciasMiComandanteEterno;"323574594214703104";https://twitter.com/gb_bustamante/status/323574594214703104
VeRevolucion;2013-04-14 18:40;0;0;"AVN: Ex rector del CNE destaca participación popular en comicios electorales: Humberto Castillo, ... http:// bit.ly/1015FJv #ChávezVive";;;#Ch;"323574073324081152";https://twitter.com/VeRevolucion/status/323574073324081152
NanitaBtancourt;2013-04-14 18:40;0;0;". @maperezpirela Hakeada la Cuenta de Nicolás Maduro y PSUV! #NoALaProvocacion Atención los ojos pulluos, dejen su desespero! #ChavezVive";;@maperezpirela;#NoALaProvocacion #ChavezVive;"323573937080520704";https://twitter.com/NanitaBtancourt/status/323573937080520704
cjunco;2013-04-14 18:38;2;0;"Aunque hackeen la cuenta de @NicolasMaduro el pueblo d #Venezuela va ha ganar #ChavezVive @rosalinda2713";;@NicolasMaduro @rosalinda2713;#Venezuela #ChavezVive;"323573595559313408";https://twitter.com/cjunco/status/323573595559313408
karinasc91;2013-04-14 18:37;0;0;"Si elegi mi porvenir el nombre de mi patria, sigamos juntos! #ChavezVive";;;#ChavezVive;"323573283419201536";https://twitter.com/karinasc91/status/323573283419201536
MemeTraviesa;2013-04-14 18:34;0;0;"#VenezuelaDecide Proceso electoral convocado y organizado en 27 días, tiempo récord trasluce práctica de democracia en país de #ChávezVive";;;#VenezuelaDecide #Ch;"323572605133156352";https://twitter.com/MemeTraviesa/status/323572605133156352
edu_valdemoros;2013-04-14 18:31;1;0;"Nicolás Maduro >>> La Oligarquía corrupta jamás podrá vencer la voluntad del Pueblo >>> #CHÁVEZVIVE";;;#CH;"323571836749234177";https://twitter.com/edu_valdemoros/status/323571836749234177
VeRevolucion;2013-04-14 18:31;0;0;"Aporrea: En Caracas, opositores intentan desalojar punto rojo de Los Ruices a la fuerza: Alejandr... http:// bit.ly/134lko8 #ChávezVive";;;#Ch;"323571785071206400";https://twitter.com/VeRevolucion/status/323571785071206400
angietach;2013-04-14 18:31;0;0;"@vielmaestachira Sr. Gobernador purifique nóminas!!! Recuerde que esos malagradecidos son traicióneros! #ChavezVive @irisvarela";;@vielmaestachira @irisvarela;#ChavezVive;"323571672252813314";https://twitter.com/angietach/status/323571672252813314
VeRevolucion;2013-04-14 18:30;0;0;"La Radio del Sur: Hackeada cuenta en twitter del Presidente Nicolás Maduro: Hace pocos momentos s... http:// bit.ly/11e8Lq2 #ChávezVive";;;#Ch;"323571395542011904";https://twitter.com/VeRevolucion/status/323571395542011904
malynet2;2013-04-14 18:29;0;0;"Nicolas Maduro, desde chile las compañeras como @Pelu_vasquez te apoyan. #Chavezvive";;@Pelu_vasquez;#Chavezvive;"323571319113412609";https://twitter.com/malynet2/status/323571319113412609
