username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RobertSSMHMc;2017-03-30 19:19;0;0;"#TrujilloZonaRobertSerra #BrindandoLaMayorEstabilidadalPuebloTrujillano #EntregaAlServicioDeLosMasNecesitados #ChavezVive https:// twitter.com/olyenn/status/ 847583172229332993 …";;;#TrujilloZonaRobertSerra #BrindandoLaMayorEstabilidadalPuebloTrujillano #EntregaAlServicioDeLosMasNecesitados #ChavezVive;"847589082855243776";https://twitter.com/RobertSSMHMc/status/847589082855243776
yarsonalbornoz;2017-03-30 17:44;0;0;"#VamosALaVzlaDigital con el Periodista y conductor @maperezpirela del programa Cayendo y Corriendo por @VTVcanal8 #ChavezVive pic.twitter.com/6HyQihDGuk";;@maperezpirela @VTVcanal8;#VamosALaVzlaDigital #ChavezVive;"847565127889043456";https://twitter.com/yarsonalbornoz/status/847565127889043456
dpiloncita;2017-03-30 16:42;4;1;"QUÉ PASARÍA EN #VENEZUELA SI LA DERECHA TOMA EL PODER? VENDEPATRIAS DESTRUYENDO TODO LO QUE HEMOS LOGRADO CON #CHÁVEZVIVE LA LUCHA SIGUE! https:// twitter.com/FRAC65/status/ 847548858548801536 …";;;#VENEZUELA #CH;"847549638991368192";https://twitter.com/dpiloncita/status/847549638991368192
dpiloncita;2017-03-30 16:30;3;3;"Gracias por contar conmigo, sigamos junt@s, este es tiempo de #ChávezVive de amor infinito de ese que nos enseña a amar de verdad.";;@s;#Ch;"847546535802003456";https://twitter.com/dpiloncita/status/847546535802003456
JacquelinePSUV;2017-03-30 13:09;8;5;"Prepararnos para la batalla implica formarnos integralmente como soldados de las ideas y de las convicciones. @GobCojedes #ChávezVive pic.twitter.com/qRk2EIzxhq";;@GobCojedes;#Ch;"847496098298052608";https://twitter.com/JacquelinePSUV/status/847496098298052608
yarsonalbornoz;2017-03-30 12:20;0;0;"#Ahora : De la Demografía a la Psicometría - BIG DATA con . @jorgerpsuv #VamosALaVzlaDigital Política, #FelizJueves #ChavezVive pic.twitter.com/AaDhb8963Y";;@jorgerpsuv;#Ahora #VamosALaVzlaDigital #FelizJueves #ChavezVive;"847483626040074243";https://twitter.com/yarsonalbornoz/status/847483626040074243
yarsonalbornoz;2017-03-30 11:57;0;0;"#Ahora : Geopolítica y Escenarios Actuales de la Soberanía Digital con . @SUSCERTE #VamosALaVzlaDigital Política, #FelizJueves #ChavezVive pic.twitter.com/CYNO5vqQWM";;@SUSCERTE;#Ahora #VamosALaVzlaDigital #FelizJueves #ChavezVive;"847477774386253824";https://twitter.com/yarsonalbornoz/status/847477774386253824
Intavi;2017-03-30 10:55;1;1;". @VielmaEsTachira En 2016 construimos y rehabilitamos 1.017 HOGARES DIGNOS en Táchira #VzlaDigital2017 #ChávezVive pic.twitter.com/pimBx90yGT";;@VielmaEsTachira;#VzlaDigital2017 #Ch;"847462246812835840";https://twitter.com/Intavi/status/847462246812835840
yarsonalbornoz;2017-03-30 10:33;0;0;"Excelentes ponencias #VamosALaVzlaDigital Política, Soberanía y Comunicación Digital #FelizJueves #ChavezVive pic.twitter.com/NwDTZ1vHMs";;;#VamosALaVzlaDigital #FelizJueves #ChavezVive;"847456699896152067";https://twitter.com/yarsonalbornoz/status/847456699896152067
peralesjj11;2017-03-30 08:21;0;0;"Muy buenos dìas Repùblica Bolivariana de Venezuela. Hoy amanecì màs Bolivariano y Chavista que nunca #ChàvezVive @NicolasMaduro @dcabellor";;@NicolasMaduro @dcabellor;#Ch;"847423643097354242";https://twitter.com/peralesjj11/status/847423643097354242
JpsuvABOficial;2017-03-29 23:16;1;0;"Así le Duela a Los Amargados @ConElMazoDando Va Por 150 y Mas #ArribaAbajoLaOEAPalCarajo #ChavezVive @dcabellor @NicolasMaduro #Jpsuv pic.twitter.com/en3hSTASB4";;@ConElMazoDando @dcabellor @NicolasMaduro;#ArribaAbajoLaOEAPalCarajo #ChavezVive #Jpsuv;"847286319684263938";https://twitter.com/JpsuvABOficial/status/847286319684263938
AllekMedina;2017-03-29 17:01;0;0;"@Minhvi_Oficial @NicolasMaduro @MQuevedoF necesito ayuda para adjudicación en #GMVV inscrita desde el año 2011 #ChavezVive #LegadoDeChavez";;@Minhvi_Oficial @NicolasMaduro @MQuevedoF;#GMVV #ChavezVive #LegadoDeChavez;"847192041721352192";https://twitter.com/AllekMedina/status/847192041721352192
NordinPSUV;2017-03-29 14:52;30;14;"Colombia y en todo el mundo hacen falta millones chavez para trabajar por los mas humilde #ChavezVive pic.twitter.com/ZsLSWtOH9u";;;#ChavezVive;"847159518819700739";https://twitter.com/NordinPSUV/status/847159518819700739
