username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TraficcPatriaBO;2015-08-14 19:15;0;0;"#ChavezVIVE España: Multa de 800 euros por fotografiar carro policial en parqueo de discapacitados: La mujer f... http:// bit.ly/1IPhDJ2";;;#ChavezVIVE;"632337253965033473";https://twitter.com/TraficcPatriaBO/status/632337253965033473
TraficcPatriaBO;2015-08-14 19:15;0;0;"#ChavezVIVE El Pentágono admite no estar preparado para una guerra contra Rusia: Desde el punto de vista de mu... http:// bit.ly/1TDe29d";;;#ChavezVIVE;"632337253214220288";https://twitter.com/TraficcPatriaBO/status/632337253214220288
BarometroPrensa;2015-08-14 18:46;0;0;"Por Diego Olivera Evia/ http:// barometrointernacional.bligoo.com.ve/por-diego-oliv era-evia-reunion-del-alba-de-cancilleres-alerta-sobre-arremetida-imperialista … . #ChavezVive @COMUNICADORES21 @aguerraguerra @portofino1060 @LPsuv @PJDigitalcba";;@COMUNICADORES21 @aguerraguerra @portofino1060 @LPsuv @PJDigitalcba;#ChavezVive;"632329945465888768";https://twitter.com/BarometroPrensa/status/632329945465888768
TraficcPatriaBO;2015-08-14 18:39;0;0;"#ChavezVIVE Gremios brasileños divulgan manifiesto en defensa de Rousseff: Bajo el nombre "Llamado al dialogo ... http:// bit.ly/1gIeNf5";;;#ChavezVIVE;"632328319279632384";https://twitter.com/TraficcPatriaBO/status/632328319279632384
TraficcPatriaBO;2015-08-14 18:39;0;0;"#ChavezVIVE Este viernes inauguran Festival de cine Nueva Mirada 2015 dirigido a niños y adolescentes: "Son pe... http:// bit.ly/1TDAuK1";;;#ChavezVIVE;"632328290196295680";https://twitter.com/TraficcPatriaBO/status/632328290196295680
TraficcPatriaBO;2015-08-14 18:39;0;0;"#ChavezVIVE GNB incautó 2 mil 248 kilogramos de productos en San Agustín: La fiscalización se efectuó en compa... http:// bit.ly/1gIeNf8";;;#ChavezVIVE;"632328289437118464";https://twitter.com/TraficcPatriaBO/status/632328289437118464
TraficcPatriaBO;2015-08-14 18:39;0;0;"#ChavezVIVE Eurogrupo aprueba plan de rescate de Grecia con medidas adicionales: El Eurogrupo acordó este vier... http:// bit.ly/1DReRnU";;;#ChavezVIVE;"632328278984953856";https://twitter.com/TraficcPatriaBO/status/632328278984953856
TraficcPatriaBO;2015-08-14 18:39;0;0;"#ChavezVIVE 573 adultos mayores ingresan al sistema venezolano de pensiones: Serán pensionados 300.000 trabaja... http:// bit.ly/1DReSIj";;;#ChavezVIVE;"632328278284472320";https://twitter.com/TraficcPatriaBO/status/632328278284472320
TraficcPatriaBO;2015-08-14 17:49;0;0;"#ChavezVIVE Evo Morales desea que nuevas relaciones entre EEUU y Cuba acaben con el bloqueo a la isla: "Espera... http:// bit.ly/1DR9kxu";;;#ChavezVIVE;"632315686027591680";https://twitter.com/TraficcPatriaBO/status/632315686027591680
TraficcPatriaBO;2015-08-14 17:49;0;0;"#ChavezVIVE Venezuela expresó satisfacción por reducción de incidencias del Ébola: La diplomática venezolana i... http:// bit.ly/1DR9iWl";;;#ChavezVIVE;"632315685218091008";https://twitter.com/TraficcPatriaBO/status/632315685218091008
MinMujerBarinas;2015-08-14 16:40;4;0;"Conferencia Economica con Tony Boza desde Barinas. El contra ataque para combatir la Guerra Economica. #chavezvive pic.twitter.com/tV1UzEt6AC";;;#chavezvive;"632298214864093184";https://twitter.com/MinMujerBarinas/status/632298214864093184
TraficcPatriaBO;2015-08-14 16:38;0;0;"#ChavezVIVE Prevén para noviembre inauguración de la Plaza Baralt de Maracaibo: También fueron instalados en s... http:// bit.ly/1TCypmJ";;;#ChavezVIVE;"632297868464943104";https://twitter.com/TraficcPatriaBO/status/632297868464943104
TraficcPatriaBO;2015-08-14 16:38;0;0;"#ChavezVIVE Caciques de Venezuela quedó en el grupo C de la VI Serie Mundial de Boxeo: El sorteo contó con la ... http:// bit.ly/1gHWTcz";;;#ChavezVIVE;"632297867458146304";https://twitter.com/TraficcPatriaBO/status/632297867458146304
camobe2;2015-08-14 15:29;0;0;"¡Terrible! De familias opositoras de capas medias provienen descuartizadores de Hergueta http:// dlvr.it/Brj22g #ChavezVive";;;#ChavezVive;"632280290279342080";https://twitter.com/camobe2/status/632280290279342080
camobe2;2015-08-14 13:25;0;0;"Estado Mayor Eléctrico se reunió para evaluar y fortalecer al sector a nivel nacional (+Fotos) http:// dlvr.it/BrfxDx #ChavezVive";;;#ChavezVive;"632249215888982016";https://twitter.com/camobe2/status/632249215888982016
TraficcPatriaBO;2015-08-14 13:18;0;0;"#ChavezVIVE Socialización de la OLP Vs. socialización de la violencia (Opinión): http:// bit.ly/1TCEVEW";;;#ChavezVIVE;"632247535235563520";https://twitter.com/TraficcPatriaBO/status/632247535235563520
TraficcPatriaBO;2015-08-14 13:18;0;0;"#ChavezVIVE El Coro de Manos Blancas regaló un concierto de música venezolana en Milán: La presentación de las... http:// bit.ly/1TCEWbO";;;#ChavezVIVE;"632247534530883585";https://twitter.com/TraficcPatriaBO/status/632247534530883585
TraficcPatriaBO;2015-08-14 13:17;0;0;"#ChavezVIVE Auspicioso triunfo kirchnerista en primarias argentinas (Opinión): http:// bit.ly/1TCEMkG";;;#ChavezVIVE;"632247263981531136";https://twitter.com/TraficcPatriaBO/status/632247263981531136
TraficcPatriaBO;2015-08-14 13:17;0;0;"#ChavezVIVE Puerto Rico: Estado poco libre, asociado y… en bancarrota (Opión): http:// bit.ly/1havaSo";;;#ChavezVIVE;"632247263314579456";https://twitter.com/TraficcPatriaBO/status/632247263314579456
peralesjj11;2015-08-14 12:55;0;0;"Asì de simple camaradas #ChàvezVive @NicolasMaduro @dcabellor @jaarreaza @VTVcanal8 @PartidoPSUV @PDVSA pic.twitter.com/YebfOwXRaz";;@NicolasMaduro @dcabellor @jaarreaza @VTVcanal8 @PartidoPSUV @PDVSA;#Ch;"632241697733410816";https://twitter.com/peralesjj11/status/632241697733410816
