username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TraficcPatriaBO;2014-08-14 19:17;0;0;"#ChavezVIVE EE.UU. tomado por sorpresa interrumpe petición de armas de Israel: Funcionarios israelíes y estado... http:// bit.ly/1uUOuUM";;;#ChavezVIVE;"500066185770057728";https://twitter.com/TraficcPatriaBO/status/500066185770057728
TraficcPatriaBO;2014-08-14 19:17;0;0;"#ChavezVIVE Conozca las historias más aterradoras del Metro de Caracas (Parte II): Te presentamos la segunda e... http:// bit.ly/1t0iLSB";;;#ChavezVIVE;"500066185107369984";https://twitter.com/TraficcPatriaBO/status/500066185107369984
TraficcPatriaBO;2014-08-14 19:02;0;0;"#ChavezVIVE El Hatillo Jazz Festival vuelve en septiembre: Algunos locales del casco histórico servirán como e... http:// bit.ly/1pcLtOF";;;#ChavezVIVE;"500062429619843073";https://twitter.com/TraficcPatriaBO/status/500062429619843073
TraficcPatriaBO;2014-08-14 19:02;0;0;"#ChavezVIVE Médicos israelíes roban órganos de presos palestinos muertos: Según reseñó el diario jordano, Alar... http:// bit.ly/1pcI7et";;;#ChavezVIVE;"500062428759986181";https://twitter.com/TraficcPatriaBO/status/500062428759986181
TraficcPatriaBO;2014-08-14 19:02;0;0;"#ChavezVIVE Unos 4.000 atletas participan en juegos vacacionales populares en Yaracuy: El presidente del comit... http:// bit.ly/1pcI7eq";;;#ChavezVIVE;"500062311134941184";https://twitter.com/TraficcPatriaBO/status/500062311134941184
TraficcPatriaBO;2014-08-14 18:30;0;0;"#ChavezVIVE Rusia hará todo lo posible para poner fin a crisis ucraniana: “Haremos todo lo que esté a nuestro ... http:// bit.ly/YaogTy";;;#ChavezVIVE;"500054388933533696";https://twitter.com/TraficcPatriaBO/status/500054388933533696
TraficcPatriaBO;2014-08-14 18:30;0;0;"#ChavezVIVE Alcaldía de Ciudad Guayana anuncia inversión de Bs 25 millones para recolección de basura: El alca... http:// bit.ly/YamMIU";;;#ChavezVIVE;"500054357019082753";https://twitter.com/TraficcPatriaBO/status/500054357019082753
TraficcPatriaBO;2014-08-14 18:04;0;0;"#ChavezVIVE Discriminación racial en EEUU inquieta al Comité de control de la ONU: El vicepresidente del CERD,... http:// bit.ly/1mOlGrU";;;#ChavezVIVE;"500047852131733504";https://twitter.com/TraficcPatriaBO/status/500047852131733504
TraficcPatriaBO;2014-08-14 18:04;0;0;"#ChavezVIVE Bébase un coctel, cómase el vaso y salve el Planeta: La empresa oriunda de Brooklyn, New York, lla... http:// bit.ly/1mOlIzY";;;#ChavezVIVE;"500047851477426179";https://twitter.com/TraficcPatriaBO/status/500047851477426179
TraficcPatriaBO;2014-08-14 18:04;0;0;"#ChavezVIVE Niños iraquíes beben la sangre de sus padres para seguir con vida: Niños atrapados en una montaña ... http:// bit.ly/1t06mhF";;;#ChavezVIVE;"500047780010684416";https://twitter.com/TraficcPatriaBO/status/500047780010684416
TraficcPatriaBO;2014-08-14 17:32;0;0;"#ChavezVIVE HAMAS: Israel debe poner fin al cerco de Gaza: Así ha asegurado este jueves Jalil al-Haya, un alto... http:// bit.ly/1yBL6yw";;;#ChavezVIVE;"500039853329760257";https://twitter.com/TraficcPatriaBO/status/500039853329760257
TraficcPatriaBO;2014-08-14 17:32;0;0;"#ChavezVIVE Cicpc desmanteló banda dedicada a la falsificación de documentos públicos: El director nacional de... http:// bit.ly/1yBL6yu";;;#ChavezVIVE;"500039852583182337";https://twitter.com/TraficcPatriaBO/status/500039852583182337
TraficcPatriaBO;2014-08-14 17:32;0;0;"#ChavezVIVE Presidente del fútbol francés confía en que Ribéry medite retiro: “Estoy convencido de que reflexi... http:// bit.ly/1rxjkk0";;;#ChavezVIVE;"500039711625211905";https://twitter.com/TraficcPatriaBO/status/500039711625211905
TraficcPatriaBO;2014-08-14 17:32;0;0;"#ChavezVIVE Parlamento venezolano aprueba ley que protege a personas con VIH y a sus familiares: El instrument... http:// bit.ly/1uUvQMN";;;#ChavezVIVE;"500039709205086210";https://twitter.com/TraficcPatriaBO/status/500039709205086210
TraficcPatriaBO;2014-08-14 17:06;0;0;"#ChavezVIVE Nuevo contrato colectivo de Sidor establece aumento salarial y mejoras laborales: Expuso que uno d... http:// bit.ly/1yBGSa1";;;#ChavezVIVE;"500033252308955136";https://twitter.com/TraficcPatriaBO/status/500033252308955136
TraficcPatriaBO;2014-08-14 17:06;0;0;"#ChavezVIVE Avanzan trabajos de mantenimiento del Metrocable San Agustín: Desde este lunes, día en que comenza... http:// bit.ly/1yBBwvo";;;#ChavezVIVE;"500033251646263296";https://twitter.com/TraficcPatriaBO/status/500033251646263296
leidygisell;2014-08-14 16:36;0;0;"#ChavezSemillaHistorica Por eso #ChavezVive Sus ideas revolucionarias serán siempre una luz en el camino para sus hij pic.twitter.com/Xe1I7np2nH";;;#ChavezSemillaHistorica #ChavezVive;"500025638963916800";https://twitter.com/leidygisell/status/500025638963916800
TraficcPatriaBO;2014-08-14 16:26;0;0;"#ChavezVIVE Imponen a 2 mujeres reforestación por daños ambientales en Mérida: El Tribunal 6º de Control de la... http:// bit.ly/1pc1wwc";;;#ChavezVIVE;"500023118480429058";https://twitter.com/TraficcPatriaBO/status/500023118480429058
TraficcPatriaBO;2014-08-14 16:26;0;0;"#ChavezVIVE Publican nueva lista de 50 empresas investigadas por desvío de divisas: La fiscal General de la Re... http:// bit.ly/1uUkhVK";;;#ChavezVIVE;"500023117712859136";https://twitter.com/TraficcPatriaBO/status/500023117712859136
JacqueCalvetti SocialCarabobo;2014-08-14 16:17;0;0;"@SocialCarabobo @AmeliachPSUV @elizaar1 @glorybethvasque FELICITACIONES ,CAMARADAS LOS ESTAMOS ESPERANDO EN EN PUERTO CABELLO, #ChavezVive";;@SocialCarabobo @AmeliachPSUV @elizaar1 @glorybethvasque;#ChavezVive;"500020923911929856";https://twitter.com/JacqueCalvetti/status/500020923911929856
TraficcPatriaBO;2014-08-14 15:59;0;0;"#ChavezVIVE Presidente ruso anuncia modernización en el Ejército: Putin insistió en que la política exterior r... http:// bit.ly/1rx0ucF";;;#ChavezVIVE;"500016285481054208";https://twitter.com/TraficcPatriaBO/status/500016285481054208
TraficcPatriaBO;2014-08-14 15:58;0;0;"#ChavezVIVE Comerciante informal deberá prestar servicio comunitario en Miranda: Los trabajos consisten en el ... http:// bit.ly/1yBo36N";;;#ChavezVIVE;"500016194800193536";https://twitter.com/TraficcPatriaBO/status/500016194800193536
TraficcPatriaBO;2014-08-14 15:58;0;0;"#ChavezVIVE La Ruta Nocturna llega este viernes a San Carlos: Incluirá conciertos, cine foro, degustación, gas... http:// bit.ly/1rx0iKB";;;#ChavezVIVE;"500016193948745728";https://twitter.com/TraficcPatriaBO/status/500016193948745728
